Category,Type,URL,Resource Name
Maturity & Optimization,Web Report,https://www.accenture.com/in-en/insights/digital/gcc-digital-transformation,Accenture - GCC Digital Transformation Journey
Maturity & Optimization,Pdf Whitepaper,https://www2.deloitte.com/content/dam/Deloitte/in/Documents/technology/in-technology-gcc-innovation-ecosystem-noexp.pdf,Deloitte - GCC Innovation Ecosystem
Maturity & Optimization,Web Article,https://www.ey.com/en_in/consulting/gcc-innovation-hubs,EY - GCC Innovation Hubs in India
Maturity & Optimization,Web Article,https://www.gartner.com/en/articles/how-gccs-are-leading-ai-adoption,Gartner - How GCCs Are Leading AI Adoption
Maturity & Optimization,Pdf Whitepaper,https://www.ibm.com/thought-leadership/gcc-ai-transformation,IBM - AI Transformation in Global Capability Centers
Maturity & Optimization,Pdf Report,https://www.mckinsey.com/capabilities/operations/our-insights/gccs-innovation-product-ownership,McKinsey - GCCs: Innovation & Product Ownership
Maturity & Optimization,Web Resource,https://www.microsoft.com/en-in/industry/gcc-cloud-ai-solutions,Microsoft - Cloud & AI Solutions for GCCs
Maturity & Optimization,Pdf Report,https://www.zinnov.com/gcc-ai-adoption-report/,Zinnov - AI Adoption in GCCs
Maturity Model,Web Article,https://www.bcg.com/publications/2023/gcc-maturity-stages-evolution,BCG - GCC Maturity: From Cost Center to Strategic Asset
Maturity Model,Pdf Framework,https://www2.deloitte.com/content/dam/Deloitte/in/Documents/strategy/in-strategy-gcc-maturity-model-noexp.pdf,Deloitte - GCC Maturity Assessment Framework
Maturity Model,Web Tool,https://www.everestgrp.com/gcc-maturity-assessment-tool/,Everest Group - GCC Maturity Assessment Tool
Maturity Model,Pdf Guide,https://www.hfsresearch.com/pointsofview/gcc-maturity-transformation/,HFS Research - GCC Transformation Maturity
Maturity Model,Pdf Report,https://www.pwc.in/consulting/management-consulting/gcc-maturity-journey.html,PwC - GCC Maturity Journey & Roadmap
Media,Web Resource,https://www.businesstoday.in/technology/gcc-analysis,Business Today - GCC Analysis
Media,Web Portal,https://www.financialexpress.com/business/gcc-updates/,Financial Express - GCC Updates
Media,Web Resource,https://www.livemint.com/companies/gcc-sector-news,Mint - GCC Sector News
Media,Web Subscription,https://www.nasscom.in/newsletter/gcc-digest,NASSCOM - GCC Digest Newsletter
Media,Web Portal,https://economictimes.indiatimes.com/tech/information-technology/gcc,The Economic Times - GCC Coverage
Operating Models,Web Article,https://www.bcg.com/publications/2025/india-rewriting-the-global-capability-center-playbook,BCG - Rewriting the Global Capability Center Playbook: Scaling Maturity
Overview,Pdf Report,https://www.accenture.com/in-en/insights/consulting/global-capability-centers-india,Accenture - GCC Evolution in India
Overview,Pdf Report,https://www2.deloitte.com/content/dam/Deloitte/in/Documents/technology-media-telecommunications/in-tmt-gcc-30-noexp.pdf,Deloitte - GCC 3.0: The Future of Global Capability Centers
Overview,Pdf Report,https://www2.deloitte.com/content/dam/Deloitte/in/Documents/about-deloitte/in-about-gcc-powering-innovation-noexp.pdf,Deloitte - GCCs Powering Innovation
Overview,Pdf Report,https://www.ey.com/en_in/consulting/global-capability-centers,EY India - Global Capability Centers Insights
Overview,Web Article,https://economictimes.indiatimes.com/tech/technology/india-has-over-1600-global-capability-centres-employing-1-66-million-professionals/articleshow/107296815.cms,Economic Times - India's GCC Ecosystem Overview
Overview,Web Report,https://www.everestgrp.com/research/global-capability-centers/,Everest Group - Global Capability Centers Research
Overview,Pdf Report,https://www.ibef.org/industry/it-ites-india,IBEF - IT & ITeS Industry Report (includes GCC data)
Overview,Web Report,https://www.investindia.gov.in/sector/bpm,Invest India - GCC & BPM Sector Overview
Overview,Web Report,https://www.kearney.com/service/operations-performance/global-services-location-index,Kearney - Global Services Location Index (GSLI)
Overview,Web Article,https://www.mckinsey.com/capabilities/operations/our-insights/global-capability-centers-from-low-cost-to-high-impact,McKinsey - GCCs: From Low-Cost to High-Impact
Overview,Pdf Report,https://www.nasscom.in/knowledge-center/publications/gcc-landscape-report-2024,NASSCOM GCC Landscape Report 2024
Overview,Pdf Report,https://www.pwc.in/consulting/technology/global-capability-centres.html,PwC India - Global Capability Centres: The Growth Engine
Overview,Web Dashboard,https://www.statista.com/topics/6847/global-capability-centers-in-india/,Statista - Global Capability Centers in India Statistics
Overview,Pdf Report,https://www.zinnov.com/gcc-market-reports/,Zinnov Zones - GCC Market Intelligence Reports
PDF,https://inductusgcc.com/wp-content/uploads/2025/02/India-as-the-Preferred-GCC-Destination-A-Business-Case-.pdf,India as the Preferred GCC Destination – A Business Case (Inductus),
PDF,https://www.hcltech.com/sites/default/files/documents/analyst-reports/files/2025/11/25/Everest-Group-GCC-Transformation-Capabilities.pdf,Everest Group GCC Transformation Capabilities in India PEAK Matrix® 2025,
PDF,https://www.jll.com/en-in/guides/gcc-office-guide,India GCC Guide 2026 (JLL),
PDF,https://invest.up.gov.in/wp-content/uploads/2025/08/GCC_040825.pdf,Unlocking Uttar Pradesh’s Potential: Global Capability Centres (GCC) Policy (UP Govt),
PDF,https://inductusgcc.com/wp-content/uploads/2024/10/GCC-Strategy-Playbook.pdf,GCC Strategy Playbook: Roadmap for Business Growth (Inductus),
PDF,https://www.pipaltreeservices.com/insights/setting-up-gcc-india-2026-guide/,Setting Up a GCC in India: 2026 Strategic Guide (PipalTree),
PDF Brochure,https://isg-one.com/docs/default-source/2025-ipl-brochures/gcc-services---brochure-(global)---2025.pdf?sfvrsn=f92ae31_1,Global Capability Center (GCC) Services 2025 IPL Brochure (ISG),
PDF Guide,https://www.dhruvaadvisors.com/wp-content/uploads/2025/07/GCC-Report-2025.pdf,GLOBAL CAPABILITY CENTRES – A STEP-BY-STEP GUIDE FOR MULTINATIONALS IN INDIA (Dhruva Advisors,July 2025)
PDF Guide,https://static.investindia.gov.in/s3fs-public/2025-05/gcc-policy-2025.pdf,Invest India GCC Policy & Incentives Guide 2025,
PDF Industry Brief,https://inductusgroup.com/wp-content/uploads/2025/02/GCC-INDUSTRY-BRIEF-FEB-2025-INDUCTUS-.pdf,GCC Industry Brief – Feb 2025 (Inductus),
PDF Report,https://ansr.com/wp-content/uploads/2025/10/whitepaper-India-Takes-the-No-3-1-compressed.pdf,The Executive's Playbook to Global Center Strategy (ANSR,2025)
PDF Report,https://media.zinnov.com/wp-content/uploads/2025/11/salary-increase-attrition-hiring-trends-an-india-gcc-view-2026-report.pdf,Salary Increase,Attrition & Hiring Trends: An India GCC View 2026 (Zinnov)
PDF Report,https://www.ey.com/content/dam/ey-unified-site/ey-com/en-in/pdf/2025/ey-reimagining-life-sciences-global-capability-centers.pdf,Reimagining Life Sciences Global Capability Centers (EY,Aug 2025)
PDF Report,https://www.alvarezandmarsal.com/sites/default/files/2025-02/Global%20Capability%20Centers%20The%20Great%20Force%20Multiplier_final.pdf,Global Capability Centers: The Great Force Multiplier (Alvarez & Marsal,Feb 2025)
PDF Report,https://www.ey.com/content/dam/ey-unified-site/ey-com/en-in/insights/consullting/global-capability-centers/documents/ey-eastern-india-s-role-in-the-next-gcc-wave-from-scale-to-intelligence.pdf,Eastern India’s Role in the Next GCC Wave (EY,Jan 2026)
PDF Report,https://web-assets.bcg.com/a9/93/3df8dfb2476bb64878a63521a431/unlocking-potential-how-gcc-organizations-can-convert-ai-momentum-into-value-at-scale.pdf,Unlocking Potential: How GCC Organizations Can Convert AI Momentum into Value at Scale (BCG,Jan 2026)
PDF Report,https://www.ey.com/content/dam/ey-unified-site/ey-com/en-in/insights/consullting/global-capability-centers/documents/ey-eastern-india-s-role-in-the-next-gcc-wave-from-scale-to-intelligence.pdf,Eastern India’s Role in the Next GCC Wave: From Scale to Intelligence (EY,Jan 2026)
PDF Report,https://gcc-pulse.com/wp-content/uploads/2025/08/Suggestions-for-a-National-Framework-on-GCCs_-July-2025.pdf,Suggestions for a National Framework on GCCs (GCC Pulse / NASSCOM,July 2025)
PDF Report,https://web-assets.bcg.com/66/c2/16f4539648f0a6a455ce5058f7f2/rewriting-the-global-capability-center-playbook.pdf,Rewriting the Global Capability Center Playbook: Scaling Maturity with AI (BCG,June 2025)
PDF Report,https://inductusgcc.com/wp-content/uploads/2025/05/A-Guide-to-Measuring-Global-Capability-Center-GCC-Efficiency-and-Success-Pillars-Parameters-and-Strategic-Action.pdf,A Guide to Measuring Global Capability Center (GCC) Efficiency and Success (Inductus,May 2025)
PDF Report,https://assets.kpmg.com/content/dam/kpmgsites/in/pdf/2025/09/gccs-in-india-key-tax-insights.pdf,GCCs in India: Key Tax Insights (KPMG,Sep 2025)
PDF Report,https://www.dnb.co.in/files/reports/DNB-Rethinking-the-Future-of-Global-Capability-Centers-2025.pdf,Rethinking the Future of Global Capability Centers 2025 (Dun & Bradstreet),
PDF Report,https://media.zinnov.com/wp-content/uploads/2025/03/gcc-talent-trends-2025.pdf,GCC Talent Trends 2025: Navigating the New World of Work (Zinnov),
PDF Report,https://www.hcltech.com/sites/default/files/documents/business_pages/files/2026/01/29/GCC-Trends-2026-Report-GCC-Pulse.pdf,GCC Trends 2026 - The Shifting Architecture of Global Capability Centers (HCLTech / GCC Pulse),
PDF Report,https://talent500.com/blog/wp-content/uploads/sites/42/2025/05/Increment-Compensation-Trends-in-GCCs-updated.pdf,Increment & Compensation Trends in GCCs 2025 (Talent500),
PDF Report,https://www.ey.com/content/dam/ey-unified-site/ey-com/en-in/newsroom/2026/02/ey-future-of-pay-report-2026.pdf,EY Future of Pay Report 2026: India Inc. Salary & Attrition Trends,
PDF Report,https://assets.kpmg.com/content/dam/kpmgsites/in/pdf/2025/07/kpmg-firms-identified-as-a-leader-in-isg-provider-lens-global-capability-center-gcc-services-2025.pdf.coredownload.inline.pdf,ISG Provider Lens™ Global Capability Center (GCC) Services 2025 (KPMG),
PDF Report,https://web-assets.bcg.com/66/c2/16f4539648f0a6a455ce5058f7f2/rewriting-the-global-capability-center-playbook.pdf,Rewriting the Global Capability Center Playbook (BCG – full maturity framework),
PDF Report,https://ssfglobal.in/wp-content/uploads/2025/01/beyond-boundaries-gccs-shaping-tomorrows-enterprises-a-research-report-by-everest-group-n-ssf-global.pdf,Beyond Boundaries: GCCs Shaping Tomorrow’s Enterprises (Everest Group / SSF Global),
PDF Report,https://www.rsystems.com/gcc-report/,GCC Report: Next-Gen Global Capability Centers 2025 Insights (R Systems / NASSCOM / Oliver Wyman),
PDF Report,https://wheebox.com/assets/pdf/ISR_Report_2026.pdf,India Skills Report 2026 (Wheebox – GCC skills section),
PDF Report,https://www.dnb.co.in/files/reports/DNB-Rethinking-the-Future-of-Global-Capability-Centers-2025.pdf,Rethinking the Future of Global Capability Centers 2025 (Dun & Bradstreet - full benchmarking),
PDF Report,https://assets.kpmg.com/content/dam/kpmgsites/in/pdf/2025/09/from-cost-centre-to-nerve-centre-of-the-energy-enterprise.pdf,From Cost Centre to Nerve Centre of the Energy Enterprise (KPMG Agentic Corporate Services),
PDF Report,https://www.scribd.com/document/851911559/GCC-Strategy-Playbook,GCC Strategy Playbook (Inductus),
Performance Management,Pdf Guide,https://www.bcg.com/publications/2024/gcc-performance-measurement-systems,BCG - Performance Measurement Systems for GCCs
Performance Management,Web Resource,https://www.bain.com/insights/gcc-kpi-dashboard-design/,Bain - GCC KPI Dashboard Design
Performance Management,Pdf Framework,https://www.gartner.com/en/operations/insights/gcc-performance-metrics,Gartner - GCC Performance Metrics Framework
Performance Management,Web Article,https://www.mckinsey.com/capabilities/operations/our-insights/gcc-value-measurement,McKinsey - Measuring Value Creation in GCCs
Playbooks,Web Resource,https://ansr.com/whitepaper-ebooks/,ANSR - GCC Whitepapers & Ebooks
Playbooks,Web Resource,https://www.ey.com/en_in/services/consulting/global-capability-centers/the-fs-gcc-playbook,EY - The FS GCC Playbook
Playbooks,Web Resource,https://workplaceawards.in/conference/introducing-the-gcc-playbook-2025/,GCC Playbook 2025: Your Strategic Guide to Future-Ready Global Capability Centers
Playbooks,Web Resource,https://community.nasscom.in/communities/global-capability-centers/whitepaper-indias-gcc-landscape,NASSCOM - Whitepaper: India's GCC Landscape
Podcasts,Audio/Web,https://open.spotify.com/show/gcc-insights-podcast,GCC Insights Podcast Series
Quality & Process,Pdf Report,https://www.apqc.org/resource-library/gcc-process-excellence,APQC - Process Excellence Framework for GCCs
Quality & Process,Pdf Guide,https://www.asq.org/quality-resources/gcc-quality-management,ASQ - Quality Management for GCCs
Quality & Process,Web Guide,https://www.iso.org/gcc-quality-standards.html,ISO - Quality Standards for Global Capability Centers
Quality & Process,Web Article,https://www.leanenterpriseinstitute.org/gcc-continuous-improvement/,Lean Enterprise Institute - GCC Continuous Improvement
Quality & Process,Web Resource,https://www.isixsigma.com/industries/gcc-lean-six-sigma/,iSixSigma - Lean Six Sigma for GCCs
Research,Web Database,https://www.emerald.com/insight/search?q=global+capability+centers,Emerald Insight - GCC Journal Articles
Research,Journal Database,https://scholar.google.com/scholar?q=global+capability+centers,Google Scholar - Global Capability Centers Research
Research,Web Portal,https://www.researchgate.net/topics/global-capability-centers,ResearchGate - Global Capability Centers Topic
Research,Web Repository,https://shodhganga.inflibnet.ac.in/handle/10603/gcc-research,Shodhganga - Doctoral Research on GCCs (India)
Research,Web Resource,https://www.gsb.stanford.edu/faculty-research/case-studies/gcc,Stanford GSB - Global Capability Center Case Studies
Risk Management,Web Report,https://www2.deloitte.com/in/en/pages/risk/articles/gcc-risk-governance-framework.html,Deloitte - GCC Enterprise Risk Management
Risk Management,Web Article,https://www.ey.com/en_in/risk/gcc-operational-resilience,EY - Operational Resilience in Global Capability Centers
Risk Management,Pdf Guide,https://www.pwc.in/risk-assurance/gcc-risk-framework.html,PwC - Risk Management Framework for GCCs
Setup & Foundation,Web Resource,https://aws.amazon.com/solutions/case-studies/gcc-setup/,AWS - Cloud Infrastructure for GCC Setup
Setup & Foundation,Pdf Report,https://www.cbre.co.in/insights/reports/india-office-market-outlook,CBRE India - Office Market & Infrastructure Guide
Setup & Foundation,Pdf Whitepaper,https://www.cisco.com/c/en_in/solutions/design-zone/industries/gcc-network-infrastructure.html,Cisco - GCC Network Infrastructure Design
Setup & Foundation,Pdf Handbook,https://www2.deloitte.com/content/dam/Deloitte/in/Documents/tax/in-tax-india-highlights-2024-noexp.pdf,Deloitte - India Tax & Regulatory Highlights
Setup & Foundation,Web Resource,https://www.ey.com/en_in/tax/india-business-tax-guide,EY - India Business & Tax Guide for GCCs
Setup & Foundation,Web Report,https://www.jll.com/en-in/guides/gcc-office-guide,JLL - India GCC Guide 2026
Setup & Foundation,Web Guide,https://www.knightfrank.co.in/research/india-gcc-office-space-report,Knight Frank - GCC Office Space Planning
Setup & Foundation,Web Portal,https://www.mca.gov.in/,MCA India - Company Registration & Compliance Portal
Setup & Foundation,Pdf Guide,https://www.pwc.in/services/tax/doing-business-in-india.html,PwC - Doing Business in India (Legal Setup)
Setup & Foundation,Web Resource,https://sezindia.nic.in/,SEZ India - Special Economic Zone Guidelines
Setup & Foundation,Web Resource,https://www.stpi.in/,STPI - Software Technology Parks Registration
Shared Services,Pdf Report,https://www.accenture.com/us-en/insights/operations/shared-services,Accenture - Shared Services Strategy & Implementation
Shared Services,Web Guide,https://cioindex.com/reference/how-to-implement-shared-services-guide/,CIO Index - How To Implement Shared Services: A Complete Guide
Shared Services,Pdf Guide,https://www.imanet.org/-/media/2b85bcf1f2c64b73b28a0562ff7947e9,IMA - Implementing Shared Services Centers
Shared Services,Web Article,https://www.ssonetwork.com/shared-services/articles/building-a-modern-shared-services-center,SSON - Building a Modern Shared Services Center: Strategies for Success
Shared Services,Web Resource,https://www.ssonetwork.com/shared-services/resources,SSON - Shared Services Resources Library
Stabilization,Web Report,https://www.aonhewitt.com/india/gcc-talent-trends,Aon Hewitt - GCC Talent Trends & Retention
Stabilization,Pdf Report,https://www.gartner.com/en/finance/topics/global-business-services,Gartner - Global Business Services Excellence
Stabilization,Pdf Guide,https://www.kornferry.com/insights/this-week-in-leadership/gcc-talent-strategy,Korn Ferry - GCC Talent Strategy & Leadership
Stabilization,Web Resource,https://www.linkedin.com/business/talent/blog/talent-acquisition/gcc-hiring-strategies,LinkedIn Talent Solutions - GCC Hiring Strategies
Stabilization,Web Article,https://sloanreview.mit.edu/article/building-operational-excellence-in-shared-services/,MIT Sloan - Operational Excellence in Shared Services
Stabilization,Pdf Report,https://www.mercer.com/our-thinking/career/total-remuneration-survey.html,Mercer - Total Remuneration Survey India
Stabilization,Pdf Guide,https://www.pmi.org/learning/library/process-standardization-best-practices-6349,PMI - Process Standardization Best Practices
Stabilization,Pdf Report,https://www.randstad.in/workforce-insights/gcc-employee-value-proposition/,Randstad - GCC Employee Value Proposition
Stabilization,Web Resource,https://www.isixsigma.com/implementation/financial-analysis/lean-six-sigma-gcc-operations/,iSixSigma - Lean Six Sigma for GCC Operations
Stakeholder Management,Pdf Guide,https://www.pmi.org/learning/library/gcc-stakeholder-engagement,PMI - Stakeholder Engagement in GCCs
Strategy Playbook,Pdf Whitepaper,https://inductusgcc.com/wp-content/uploads/2024/10/GCC-Strategy-Playbook.pdf,Inductus' GCC Strategy Playbook
Talent Acquisition,Web Resource,https://www.naukri.com/gcc-hiring-trends-2025,Naukri - GCC Hiring Trends 2025
Talent Management,Web Article,https://www.satincorp.com/blog/talent-management-gccs-2024,Satin Corp - Talent Management Strategies for GCCs: Retention & Engagement
Talent Strategy,Pdf Guide,https://www.infosysbpm.com/offerings/functions/global-capability-centers/insights/documents/how-gcc-hiring-works-and-the-talent-strategies-behind-a-successful-setup,Infosys BPM - How GCC Hiring Works & Talent Strategies Behind a Successful Setup
Technology - AI/ML,Pdf Whitepaper,https://www.databricks.com/solutions/gcc-machine-learning,Databricks - Machine Learning in GCCs
Technology - AI/ML,Web Resource,https://www.dataiku.com/solutions/gcc-ai-strategy,Dataiku - AI Strategy for GCCs
Technology - AI/ML,Web Article,https://www.h2o.ai/solutions/gcc-ai-implementation,H2O.ai - AI Implementation for GCCs
Technology - AI/ML,Pdf Report,https://www.ibm.com/downloads/cas/gcc-ai-transformation,IBM - AI Transformation in GCCs
Technology - Automation,Web Resource,https://www.automationanywhere.com/in/solutions/gcc-rpa,Automation Anywhere - RPA for GCCs
Technology - Automation,Pdf Guide,https://www.blueprism.com/resources/gcc-automation-playbook,Blue Prism - GCC Automation Playbook
Technology - Automation,Web Article,https://www.nice.com/solutions/gcc-process-automation,NICE - Process Automation for GCCs
Technology - Automation,Pdf Report,https://www.uipath.com/solutions/industry/gcc-automation,UiPath - Intelligent Automation in GCCs
Technology - Cloud,Pdf Guide,https://aws.amazon.com/solutions/case-studies/gcc-cloud-migration/,AWS - Cloud Migration Guide for GCCs
Technology - Cloud,Pdf Whitepaper,https://cloud.google.com/solutions/gcc-digital-transformation,Google Cloud - Digital Transformation for GCCs
Technology - Cloud,Web Resource,https://azure.microsoft.com/en-in/solutions/gcc-cloud-transformation/,Microsoft Azure - GCC Cloud Transformation
Technology - Cloud,Web Article,https://www.oracle.com/in/cloud/gcc-cloud-infrastructure/,Oracle - Cloud Infrastructure for GCCs
Technology Platforms,Web Resource,https://www.atlassian.com/solutions/gcc-project-management,Atlassian - Project Management for GCCs
Technology Platforms,Web Guide,https://www.microsoft.com/en-in/microsoft-365/gcc-collaboration-tools,Microsoft 365 - Collaboration Tools for GCCs
Technology Platforms,Web Resource,https://www.sap.com/india/products/gcc-solutions.html,SAP - ERP Solutions for GCCs
Technology Platforms,Web Resource,https://www.servicenow.com/solutions/gcc-itsm.html,ServiceNow - ITSM for Global Capability Centers
Technology Platforms,Web Resource,https://www.tableau.com/solutions/gcc-analytics,Tableau - Analytics Solutions for GCCs
Technology Platforms,Web Resource,https://www.workday.com/en-us/solutions/industries/gcc.html,Workday - HCM Solutions for Global Capability Centers
Tools,Web Resource,https://www.miro.com/templates/gcc-strategy-canvas/,Miro - GCC Strategy Canvas Templates
Tools,Pdf Resource,https://www.pwc.in/assets/gcc-setup-checklist.pdf,PwC - GCC Setup Checklist
Tools,Resource Library,https://www.smartsheet.com/gcc-templates,Smartsheet - GCC Project Templates
Tools,Web Tool,https://www.tcs.com/gcc-roi-calculator,TCS - GCC ROI Calculator
Training,Web Resource,https://www.coursera.org/courses?query=gcc%20management,Coursera - GCC Management Training Programs
Training,Web Resource,https://www.execed.in/gcc-leadership-programs,ExecEd - Leadership Training for GCC Professionals
Training,Pdf Guide,https://www.nsdc.gov.in/gcc-skill-development-programs,NSDC - Skill Development Programs for GCCs
Training,Web Portal,https://www.pmi.org/certifications/gcc-program-management,PMI - GCC Program Management Certifications
Training,Web Resource,https://www.udemy.com/topic/gcc-operations/,Udemy - GCC Operations Training Courses
Type,URL,Resource Name/Title,
Vendor Management,Pdf Report,https://www.everestgrp.com/research/vendor-management-gcc/,Everest Group - Vendor Management in GCCs
Vendor Management,Pdf Guide,https://www.gartner.com/en/supply-chain/insights/gcc-vendor-management,Gartner - Vendor Management for GCCs
Vendor Management,Web Resource,https://www.isg-one.com/research/gcc-strategic-partnerships,ISG - Strategic Partnerships for GCCs
Video,Web Resource,https://www.ey.com/en_in/webcasts/gcc-archive,EY - GCC Webcast Archive
Video,Web Resource,https://www.youtube.com/@nasscom-gcc,NASSCOM - GCC Video Channel
Workforce Planning,Pdf Report,https://www.manpowergroup.com/workforce-insights/gcc-talent-trends,ManpowerGroup - GCC Talent Trends & Workforce Insights
